Source,Target,Weight
ethereum,bitcoin,0.0
tether,bitcoin,0.0
binance-coin,bitcoin,0.0
usd-coin,bitcoin,0.0
ripple,bitcoin,0.0
okb,bitcoin,0.0
cardano,bitcoin,0.0
dogecoin,bitcoin,0.0
matic-network,bitcoin,0.0
litecoin,bitcoin,0.0
tron,bitcoin,0.0
wrapped-bitcoin,bitcoin,0.38571663957491853
dai,bitcoin,0.0
phx,bitcoin,0.0
cosmos,bitcoin,0.0
chainlink,bitcoin,0.0
unus-sed-leo,bitcoin,0.0
ethereum-classic,bitcoin,0.0
monero,bitcoin,0.7395357895064517
bitcoin-cash,bitcoin,0.0
stellar,bitcoin,0.0
qnt,bitcoin,0.0
cro,bitcoin,0.0
vet,bitcoin,0.0
dfn,bitcoin,0.0
eos,bitcoin,0.0
decentraland,bitcoin,0.0
fantom,bitcoin,0.0
tezos,bitcoin,0.0
theta-token,bitcoin,0.0
blockstack,bitcoin,0.0
maker,bitcoin,0.0
neo,bitcoin,0.0
kucoin-shares,bitcoin,0.0
huobi-token,bitcoin,0.0
havven,bitcoin,0.0
trueusd,bitcoin,0.0
bitcoin-cash-sv,bitcoin,0.0
dash,bitcoin,0.0
gatechain,bitcoin,0.0
gusd,bitcoin,0.0
moonx,bitcoin,0.0
cotrader,bitcoin,0.0
zcash,bitcoin,0.0
enjin-coin,bitcoin,0.0
zilliqa,bitcoin,0.0
loopring,bitcoin,0.0
xinfin-network,bitcoin,0.0
basic-attention-token,bitcoin,0.0
nem,bitcoin,0.0
nexo,bitcoin,0.0
holo,bitcoin,0.0
decred,bitcoin,0.0
thetafuel,bitcoin,0.0
qtum,bitcoin,0.0
ravencoin,bitcoin,0.0
bitcoin-gold,bitcoin,0.0
fetch-ai,bitcoin,0.0
ankr-network,bitcoin,0.0
blox,bitcoin,0.0
gnosis-gno,bitcoin,0.0
iostoken,bitcoin,0.0
golem-network-tokens,bitcoin,0.0
iotex,bitcoin,0.0
waves,bitcoin,0.0
eur-tether,bitcoin,0.0
omisego,bitcoin,0.0
0x,bitcoin,0.0
icon,bitcoin,0.0
siacoin,bitcoin,0.0
zelcash,bitcoin,0.0
ontology,bitcoin,0.0
swissborg,bitcoin,0.0
mxtoken,bitcoin,0.0
reserve-protocol,bitcoin,0.0
bora-ecosystem,bitcoin,0.0
telcoin,bitcoin,0.0
ocean-protocol,bitcoin,0.0
celsius,bitcoin,0.0
polymath-network,bitcoin,0.0
wax,bitcoin,0.0
digibyte,bitcoin,0.0
livepeer,bitcoin,0.0
lisk,bitcoin,0.0
rif,bitcoin,0.8857076923351807
zencash,bitcoin,0.0
aelf,bitcoin,0.0
stasis-eurs,bitcoin,0.0
rlc,bitcoin,0.0
constellation,bitcoin,0.0
origintrail,bitcoin,0.0
coinextoken,bitcoin,0.0
republic-protocol,bitcoin,0.0
syscoin,bitcoin,0.0
numeraire,bitcoin,0.0
nano,bitcoin,0.0
ethos,bitcoin,0.0
function-x,bitcoin,0.0
medibloc,bitcoin,0.0
dent,bitcoin,0.0
status,bitcoin,0.0
celer-network,bitcoin,0.0
ergo,bitcoin,0.0
mass-vehicle-ledger,bitcoin,0.0
aragon,bitcoin,0.0
ontology-gas,bitcoin,0.0
orbs,bitcoin,0.0
humanscape,bitcoin,0.0
ardor,bitcoin,0.0
steem,bitcoin,0.0
civic,bitcoin,0.0
mir,bitcoin,0.0
everipedia,bitcoin,0.0
zeon,bitcoin,0.0
vethor-token,bitcoin,0.0
ceek-vr,bitcoin,0.0
power-ledger,bitcoin,0.0
stratis,bitcoin,0.0
abbc-foundation,bitcoin,0.0
request-network,bitcoin,0.0
xyo-network,bitcoin,0.0
rsk,bitcoin,0.0
metal,bitcoin,0.0
covalent,bitcoin,0.0
gxchain,bitcoin,0.0
bancor,bitcoin,0.0
funfair,bitcoin,0.0
quarkchain,bitcoin,0.0
morpheus-network,bitcoin,0.0
nkn,bitcoin,0.0
kyber-network,bitcoin,0.0
storm,bitcoin,0.0
veritaseum,bitcoin,0.0
maidsafecoin,bitcoin,0.0
augur,bitcoin,0.0
selfkey,bitcoin,0.0
hxro,bitcoin,0.0
ark,bitcoin,0.0
mxc,bitcoin,0.0
monaco,bitcoin,0.0
irisnet,bitcoin,0.0
whitecoin,bitcoin,1.2613670126152086
aergo,bitcoin,0.0
bytom,bitcoin,0.0
storj,bitcoin,0.0
meta,bitcoin,0.0
moviebloc,bitcoin,0.0
wanchain,bitcoin,0.0
mainframe,bitcoin,0.0
dero,bitcoin,1.0278903920862745
cortex,bitcoin,0.0
telos-blockchain-network,bitcoin,0.0
verge,bitcoin,0.0
utrust,bitcoin,0.0
uquid-coin,bitcoin,0.0
revain,bitcoin,0.0
thundercore,bitcoin,0.0
loom-network,bitcoin,0.0
lto-network,bitcoin,0.0
gas,bitcoin,0.0
electroneum,bitcoin,0.0
hyperion,bitcoin,0.0
measurable-data-token,bitcoin,0.0
ethlend,bitcoin,0.0
lition,bitcoin,0.0
mossland,bitcoin,0.0
gifto,bitcoin,0.0
stox,bitcoin,0.0
chronobank,bitcoin,0.0
sonm,bitcoin,0.0
bitmax-token,bitcoin,0.0
travala,bitcoin,0.0
komodo,bitcoin,0.0
steem-dollars,bitcoin,0.0
melon,bitcoin,0.0
bluzelle,bitcoin,0.0
groestlcoin,bitcoin,0.0
tomochain,bitcoin,0.0
bitcoin-diamond,bitcoin,0.0
monacoin,bitcoin,0.0
bitshares,bitcoin,0.0
tpt,bitcoin,0.0
refereum,bitcoin,0.0
v-id,bitcoin,0.0
aeternity,bitcoin,0.0
streamr-datacoin,bitcoin,0.0
pivx,bitcoin,0.0
neblio,bitcoin,0.0
bitcoin,ethereum,0.5749022266265198
tether,ethereum,0.0
binance-coin,ethereum,0.7286779353729159
usd-coin,ethereum,0.0
ripple,ethereum,0.0
okb,ethereum,0.0
cardano,ethereum,0.0
dogecoin,ethereum,0.0
matic-network,ethereum,0.8509052860056399
litecoin,ethereum,0.0
tron,ethereum,0.0
wrapped-bitcoin,ethereum,0.0
dai,ethereum,0.0
phx,ethereum,0.0
cosmos,ethereum,0.0
chainlink,ethereum,0.7350629936444789
unus-sed-leo,ethereum,0.0
ethereum-classic,ethereum,0.0
monero,ethereum,0.0
bitcoin-cash,ethereum,0.0
stellar,ethereum,0.0
qnt,ethereum,0.0
cro,ethereum,0.0
vet,ethereum,0.0
dfn,ethereum,0.0
eos,ethereum,0.0
decentraland,ethereum,0.0
fantom,ethereum,0.0
tezos,ethereum,0.0
theta-token,ethereum,0.0
blockstack,ethereum,0.0
maker,ethereum,0.0
neo,ethereum,0.0
kucoin-shares,ethereum,0.0
huobi-token,ethereum,0.0
havven,ethereum,0.8813872985304745
trueusd,ethereum,0.0
bitcoin-cash-sv,ethereum,0.0
dash,ethereum,0.0
gatechain,ethereum,0.0
gusd,ethereum,0.0
moonx,ethereum,0.0
cotrader,ethereum,0.0
zcash,ethereum,0.0
enjin-coin,ethereum,0.0
zilliqa,ethereum,0.0
loopring,ethereum,0.0
xinfin-network,ethereum,1.0129729398587786
basic-attention-token,ethereum,0.0
nem,ethereum,0.0
nexo,ethereum,0.0
holo,ethereum,0.0
decred,ethereum,0.0
thetafuel,ethereum,0.0
qtum,ethereum,0.0
ravencoin,ethereum,0.0
bitcoin-gold,ethereum,0.0
fetch-ai,ethereum,0.0
ankr-network,ethereum,0.0
blox,ethereum,1.1391733264165333
gnosis-gno,ethereum,0.6608568890003045
iostoken,ethereum,0.0
golem-network-tokens,ethereum,0.0
iotex,ethereum,0.0
waves,ethereum,0.9131078555935614
eur-tether,ethereum,0.0
omisego,ethereum,0.0
0x,ethereum,0.0
icon,ethereum,0.0
siacoin,ethereum,0.0
zelcash,ethereum,1.033158133938927
ontology,ethereum,0.0
swissborg,ethereum,0.0
mxtoken,ethereum,0.0
reserve-protocol,ethereum,0.0
bora-ecosystem,ethereum,0.0
telcoin,ethereum,0.0
ocean-protocol,ethereum,0.9072356497667873
celsius,ethereum,0.0
polymath-network,ethereum,0.0
wax,ethereum,0.0
digibyte,ethereum,0.0
livepeer,ethereum,1.0320586121076347
lisk,ethereum,0.0
rif,ethereum,0.0
zencash,ethereum,0.0
aelf,ethereum,0.0
stasis-eurs,ethereum,0.0
rlc,ethereum,0.0
constellation,ethereum,0.0
origintrail,ethereum,0.0
coinextoken,ethereum,0.0
republic-protocol,ethereum,0.8753285570908154
syscoin,ethereum,0.0
numeraire,ethereum,0.0
nano,ethereum,0.0
ethos,ethereum,0.0
function-x,ethereum,0.0
medibloc,ethereum,0.0
dent,ethereum,0.0
status,ethereum,0.0
celer-network,ethereum,0.0
ergo,ethereum,0.0
mass-vehicle-ledger,ethereum,0.0
aragon,ethereum,1.0490146813947667
ontology-gas,ethereum,0.0
orbs,ethereum,0.0
humanscape,ethereum,0.0
ardor,ethereum,0.0
steem,ethereum,0.0
civic,ethereum,0.0
mir,ethereum,0.0
everipedia,ethereum,0.0
zeon,ethereum,0.0
vethor-token,ethereum,0.0
ceek-vr,ethereum,0.0
power-ledger,ethereum,0.0
stratis,ethereum,0.0
abbc-foundation,ethereum,0.0
request-network,ethereum,0.0
xyo-network,ethereum,0.0
rsk,ethereum,0.0
metal,ethereum,0.0
covalent,ethereum,0.0
gxchain,ethereum,0.0
bancor,ethereum,0.0
funfair,ethereum,0.9263809660355445
quarkchain,ethereum,0.0
morpheus-network,ethereum,0.9503181558399482
nkn,ethereum,0.0
kyber-network,ethereum,0.0
storm,ethereum,0.0
veritaseum,ethereum,0.0
maidsafecoin,ethereum,0.0
augur,ethereum,0.0
selfkey,ethereum,0.0
hxro,ethereum,0.0
ark,ethereum,0.0
mxc,ethereum,0.0
monaco,ethereum,0.0
irisnet,ethereum,0.0
whitecoin,ethereum,0.0
aergo,ethereum,0.0
bytom,ethereum,0.0
storj,ethereum,0.0
meta,ethereum,0.0
moviebloc,ethereum,0.0
wanchain,ethereum,0.0
mainframe,ethereum,0.0
dero,ethereum,0.0
cortex,ethereum,0.0
telos-blockchain-network,ethereum,0.0
verge,ethereum,0.0
utrust,ethereum,0.0
uquid-coin,ethereum,0.0
revain,ethereum,0.0
thundercore,ethereum,0.0
loom-network,ethereum,0.0
lto-network,ethereum,0.910426995680291
gas,ethereum,0.0
electroneum,ethereum,0.0
hyperion,ethereum,0.0
measurable-data-token,ethereum,1.0383843725265844
ethlend,ethereum,0.0
lition,ethereum,0.0
mossland,ethereum,0.0
gifto,ethereum,0.0
stox,ethereum,0.0
chronobank,ethereum,0.0
sonm,ethereum,0.0
bitmax-token,ethereum,0.0
travala,ethereum,0.9791195705672507
komodo,ethereum,0.0
steem-dollars,ethereum,0.0
melon,ethereum,0.0
bluzelle,ethereum,0.0
groestlcoin,ethereum,0.0
tomochain,ethereum,0.8793970443623335
bitcoin-diamond,ethereum,0.0
monacoin,ethereum,0.0
bitshares,ethereum,0.0
tpt,ethereum,0.0
refereum,ethereum,0.0
v-id,ethereum,1.0331327099380363
aeternity,ethereum,0.0
streamr-datacoin,ethereum,0.0
pivx,ethereum,0.0
neblio,ethereum,0.0
bitcoin,tether,0.0
ethereum,tether,0.0
binance-coin,tether,0.0
usd-coin,tether,0.4763563370053082
ripple,tether,0.0
okb,tether,0.0
cardano,tether,0.0
dogecoin,tether,0.0
matic-network,tether,0.0
litecoin,tether,0.0
tron,tether,0.0
wrapped-bitcoin,tether,0.0
dai,tether,0.0
phx,tether,0.0
cosmos,tether,0.0
chainlink,tether,0.0
unus-sed-leo,tether,0.0
ethereum-classic,tether,0.0
monero,tether,0.0
bitcoin-cash,tether,0.0
stellar,tether,0.0
qnt,tether,0.0
cro,tether,0.0
vet,tether,0.0
dfn,tether,0.0
eos,tether,0.0
decentraland,tether,0.0
fantom,tether,0.0
tezos,tether,0.0
theta-token,tether,0.0
blockstack,tether,0.0
maker,tether,0.0
neo,tether,0.0
kucoin-shares,tether,0.0
huobi-token,tether,0.0
havven,tether,0.0
trueusd,tether,0.0
bitcoin-cash-sv,tether,0.0
dash,tether,0.0
gatechain,tether,0.0
gusd,tether,1.1774343412031614
moonx,tether,0.0
cotrader,tether,0.0
zcash,tether,0.0
enjin-coin,tether,0.0
zilliqa,tether,0.0
loopring,tether,0.0
xinfin-network,tether,0.0
basic-attention-token,tether,0.0
nem,tether,0.0
nexo,tether,0.0
holo,tether,0.0
decred,tether,0.0
thetafuel,tether,0.0
qtum,tether,0.0
ravencoin,tether,0.0
bitcoin-gold,tether,0.0
fetch-ai,tether,0.0
ankr-network,tether,0.0
blox,tether,0.0
gnosis-gno,tether,0.0
iostoken,tether,0.0
golem-network-tokens,tether,0.0
iotex,tether,0.0
waves,tether,0.0
eur-tether,tether,0.0
omisego,tether,0.0
0x,tether,0.0
icon,tether,0.0
siacoin,tether,0.0
zelcash,tether,0.0
ontology,tether,0.0
swissborg,tether,0.0
mxtoken,tether,0.0
reserve-protocol,tether,0.0
bora-ecosystem,tether,0.0
telcoin,tether,0.0
ocean-protocol,tether,0.0
celsius,tether,0.0
polymath-network,tether,0.0
wax,tether,0.0
digibyte,tether,0.0
livepeer,tether,0.0
lisk,tether,0.0
rif,tether,0.0
zencash,tether,0.0
aelf,tether,0.0
stasis-eurs,tether,0.0
rlc,tether,0.0
constellation,tether,0.0
origintrail,tether,0.0
coinextoken,tether,0.0
republic-protocol,tether,0.0
syscoin,tether,0.0
numeraire,tether,0.0
nano,tether,0.0
ethos,tether,0.0
function-x,tether,0.0
medibloc,tether,0.0
dent,tether,0.0
status,tether,0.0
celer-network,tether,0.0
ergo,tether,0.0
mass-vehicle-ledger,tether,0.0
aragon,tether,0.0
ontology-gas,tether,0.0
orbs,tether,0.0
humanscape,tether,0.0
ardor,tether,0.0
steem,tether,0.0
civic,tether,0.0
mir,tether,0.0
everipedia,tether,0.0
zeon,tether,0.0
vethor-token,tether,0.0
ceek-vr,tether,0.0
power-ledger,tether,0.0
stratis,tether,0.0
abbc-foundation,tether,0.0
request-network,tether,0.0
xyo-network,tether,0.0
rsk,tether,0.0
metal,tether,0.0
covalent,tether,0.0
gxchain,tether,0.0
bancor,tether,0.0
funfair,tether,0.0
quarkchain,tether,0.0
morpheus-network,tether,0.0
nkn,tether,0.0
kyber-network,tether,0.0
storm,tether,0.0
veritaseum,tether,0.0
maidsafecoin,tether,0.0
augur,tether,0.0
selfkey,tether,0.0
hxro,tether,0.0
ark,tether,0.0
mxc,tether,0.0
monaco,tether,0.0
irisnet,tether,0.0
whitecoin,tether,0.0
aergo,tether,0.0
bytom,tether,0.0
storj,tether,0.0
meta,tether,0.0
moviebloc,tether,0.0
wanchain,tether,0.0
mainframe,tether,0.0
dero,tether,0.0
cortex,tether,0.0
telos-blockchain-network,tether,0.0
verge,tether,0.0
utrust,tether,0.0
uquid-coin,tether,0.0
revain,tether,0.0
thundercore,tether,0.0
loom-network,tether,0.0
lto-network,tether,0.0
gas,tether,0.0
electroneum,tether,0.0
hyperion,tether,0.0
measurable-data-token,tether,0.0
ethlend,tether,0.0
lition,tether,0.0
mossland,tether,0.0
gifto,tether,0.0
stox,tether,0.0
chronobank,tether,0.0
sonm,tether,0.0
bitmax-token,tether,0.0
travala,tether,0.0
komodo,tether,0.0
steem-dollars,tether,0.0
melon,tether,0.0
bluzelle,tether,0.0
groestlcoin,tether,0.0
tomochain,tether,0.0
bitcoin-diamond,tether,0.0
monacoin,tether,0.0
bitshares,tether,0.0
tpt,tether,0.0
refereum,tether,0.0
v-id,tether,0.0
aeternity,tether,0.0
streamr-datacoin,tether,0.0
pivx,tether,0.0
neblio,tether,0.0
bitcoin,binance-coin,0.0
ethereum,binance-coin,0.0
tether,binance-coin,0.0
usd-coin,binance-coin,0.0
ripple,binance-coin,0.0
okb,binance-coin,0.0
cardano,binance-coin,0.0
dogecoin,binance-coin,0.0
matic-network,binance-coin,0.0
litecoin,binance-coin,0.0
tron,binance-coin,0.0
wrapped-bitcoin,binance-coin,0.0
dai,binance-coin,0.0
phx,binance-coin,0.0
cosmos,binance-coin,0.0
chainlink,binance-coin,0.0
unus-sed-leo,binance-coin,0.0
ethereum-classic,binance-coin,0.0
monero,binance-coin,0.0
bitcoin-cash,binance-coin,0.0
stellar,binance-coin,0.0
qnt,binance-coin,0.0
cro,binance-coin,0.0
vet,binance-coin,0.0
dfn,binance-coin,0.0
eos,binance-coin,0.0
decentraland,binance-coin,0.0
fantom,binance-coin,0.0
tezos,binance-coin,0.0
theta-token,binance-coin,0.0
blockstack,binance-coin,0.0
maker,binance-coin,0.0
neo,binance-coin,0.0
kucoin-shares,binance-coin,0.0
huobi-token,binance-coin,0.0
havven,binance-coin,0.0
trueusd,binance-coin,0.0
bitcoin-cash-sv,binance-coin,0.0
dash,binance-coin,0.0
gatechain,binance-coin,0.749973224342443
gusd,binance-coin,0.0
moonx,binance-coin,0.0
cotrader,binance-coin,0.0
zcash,binance-coin,0.0
enjin-coin,binance-coin,0.0
zilliqa,binance-coin,0.0
loopring,binance-coin,0.0
xinfin-network,binance-coin,0.0
basic-attention-token,binance-coin,0.0
nem,binance-coin,0.0
nexo,binance-coin,0.0
holo,binance-coin,0.0
decred,binance-coin,0.0
thetafuel,binance-coin,0.0
qtum,binance-coin,0.0
ravencoin,binance-coin,0.0
bitcoin-gold,binance-coin,0.0
fetch-ai,binance-coin,0.0
ankr-network,binance-coin,0.0
blox,binance-coin,0.0
gnosis-gno,binance-coin,0.0
iostoken,binance-coin,0.0
golem-network-tokens,binance-coin,0.0
iotex,binance-coin,0.0
waves,binance-coin,0.0
eur-tether,binance-coin,0.0
omisego,binance-coin,0.0
0x,binance-coin,0.0
icon,binance-coin,0.0
siacoin,binance-coin,0.0
zelcash,binance-coin,0.0
ontology,binance-coin,0.0
swissborg,binance-coin,0.0
mxtoken,binance-coin,0.0
reserve-protocol,binance-coin,0.0
bora-ecosystem,binance-coin,0.0
telcoin,binance-coin,0.0
ocean-protocol,binance-coin,0.0
celsius,binance-coin,0.0
polymath-network,binance-coin,0.0
wax,binance-coin,0.0
digibyte,binance-coin,0.0
livepeer,binance-coin,0.0
lisk,binance-coin,0.0
rif,binance-coin,0.0
zencash,binance-coin,0.0
aelf,binance-coin,0.0
stasis-eurs,binance-coin,0.0
rlc,binance-coin,0.0
constellation,binance-coin,0.0
origintrail,binance-coin,0.0
coinextoken,binance-coin,0.0
republic-protocol,binance-coin,0.0
syscoin,binance-coin,0.0
numeraire,binance-coin,0.0
nano,binance-coin,0.0
ethos,binance-coin,0.0
function-x,binance-coin,0.0
medibloc,binance-coin,0.0
dent,binance-coin,0.0
status,binance-coin,0.0
celer-network,binance-coin,0.0
ergo,binance-coin,0.0
mass-vehicle-ledger,binance-coin,0.0
aragon,binance-coin,0.0
ontology-gas,binance-coin,0.0
orbs,binance-coin,0.0
humanscape,binance-coin,0.0
ardor,binance-coin,0.0
steem,binance-coin,0.0
civic,binance-coin,0.0
mir,binance-coin,0.0
everipedia,binance-coin,0.0
zeon,binance-coin,0.0
vethor-token,binance-coin,0.0
ceek-vr,binance-coin,0.0
power-ledger,binance-coin,0.0
stratis,binance-coin,0.0
abbc-foundation,binance-coin,0.0
request-network,binance-coin,0.0
xyo-network,binance-coin,0.0
rsk,binance-coin,0.0
metal,binance-coin,0.0
covalent,binance-coin,0.0
gxchain,binance-coin,0.0
bancor,binance-coin,0.0
funfair,binance-coin,0.0
quarkchain,binance-coin,0.0
morpheus-network,binance-coin,0.0
nkn,binance-coin,0.0
kyber-network,binance-coin,0.0
storm,binance-coin,0.0
veritaseum,binance-coin,0.0
maidsafecoin,binance-coin,0.0
augur,binance-coin,0.0
selfkey,binance-coin,0.0
hxro,binance-coin,0.0
ark,binance-coin,0.0
mxc,binance-coin,0.0
monaco,binance-coin,0.0
irisnet,binance-coin,0.0
whitecoin,binance-coin,0.0
aergo,binance-coin,0.0
bytom,binance-coin,0.0
storj,binance-coin,0.0
meta,binance-coin,0.0
moviebloc,binance-coin,0.0
wanchain,binance-coin,0.0
mainframe,binance-coin,0.0
dero,binance-coin,0.0
cortex,binance-coin,0.0
telos-blockchain-network,binance-coin,0.0
verge,binance-coin,0.0
utrust,binance-coin,0.0
uquid-coin,binance-coin,0.0
revain,binance-coin,0.0
thundercore,binance-coin,0.0
loom-network,binance-coin,0.0
lto-network,binance-coin,0.0
gas,binance-coin,0.0
electroneum,binance-coin,0.0
hyperion,binance-coin,0.0
measurable-data-token,binance-coin,0.0
ethlend,binance-coin,0.0
lition,binance-coin,0.0
mossland,binance-coin,0.0
gifto,binance-coin,0.0
stox,binance-coin,0.0
chronobank,binance-coin,0.0
sonm,binance-coin,0.0
bitmax-token,binance-coin,0.0
travala,binance-coin,0.0
komodo,binance-coin,0.0
steem-dollars,binance-coin,0.0
melon,binance-coin,0.0
bluzelle,binance-coin,0.0
groestlcoin,binance-coin,0.0
tomochain,binance-coin,0.0
bitcoin-diamond,binance-coin,0.0
monacoin,binance-coin,0.0
bitshares,binance-coin,0.0
tpt,binance-coin,0.0
refereum,binance-coin,0.0
v-id,binance-coin,0.0
aeternity,binance-coin,0.0
streamr-datacoin,binance-coin,0.0
pivx,binance-coin,0.0
neblio,binance-coin,0.0
bitcoin,usd-coin,0.0
ethereum,usd-coin,0.0
tether,usd-coin,0.0
binance-coin,usd-coin,0.0
ripple,usd-coin,0.0
okb,usd-coin,0.0
cardano,usd-coin,0.0
dogecoin,usd-coin,0.0
matic-network,usd-coin,0.0
litecoin,usd-coin,0.0
tron,usd-coin,0.0
wrapped-bitcoin,usd-coin,0.0
dai,usd-coin,0.0
phx,usd-coin,0.0
cosmos,usd-coin,0.0
chainlink,usd-coin,0.0
unus-sed-leo,usd-coin,0.0
ethereum-classic,usd-coin,0.0
monero,usd-coin,0.0
bitcoin-cash,usd-coin,0.0
stellar,usd-coin,0.0
qnt,usd-coin,0.0
cro,usd-coin,0.0
vet,usd-coin,0.0
dfn,usd-coin,0.0
eos,usd-coin,0.0
decentraland,usd-coin,0.0
fantom,usd-coin,0.0
tezos,usd-coin,0.0
theta-token,usd-coin,0.0
blockstack,usd-coin,0.0
maker,usd-coin,0.0
neo,usd-coin,0.0
kucoin-shares,usd-coin,0.0
huobi-token,usd-coin,0.0
havven,usd-coin,0.0
trueusd,usd-coin,0.0
bitcoin-cash-sv,usd-coin,0.0
dash,usd-coin,0.0
gatechain,usd-coin,0.0
gusd,usd-coin,0.0
moonx,usd-coin,0.0
cotrader,usd-coin,0.0
zcash,usd-coin,0.0
enjin-coin,usd-coin,0.0
zilliqa,usd-coin,0.0
loopring,usd-coin,0.0
xinfin-network,usd-coin,0.0
basic-attention-token,usd-coin,0.0
nem,usd-coin,0.0
nexo,usd-coin,0.0
holo,usd-coin,0.0
decred,usd-coin,0.0
thetafuel,usd-coin,0.0
qtum,usd-coin,0.0
ravencoin,usd-coin,0.0
bitcoin-gold,usd-coin,0.0
fetch-ai,usd-coin,0.0
ankr-network,usd-coin,0.0
blox,usd-coin,0.0
gnosis-gno,usd-coin,0.0
iostoken,usd-coin,0.0
golem-network-tokens,usd-coin,0.0
iotex,usd-coin,0.0
waves,usd-coin,0.0
eur-tether,usd-coin,0.0
omisego,usd-coin,0.0
0x,usd-coin,0.0
icon,usd-coin,0.0
siacoin,usd-coin,0.0
zelcash,usd-coin,0.0
ontology,usd-coin,0.0
swissborg,usd-coin,0.0
mxtoken,usd-coin,0.0
reserve-protocol,usd-coin,0.0
bora-ecosystem,usd-coin,0.0
telcoin,usd-coin,0.0
ocean-protocol,usd-coin,0.0
celsius,usd-coin,0.0
polymath-network,usd-coin,0.0
wax,usd-coin,0.0
digibyte,usd-coin,0.0
livepeer,usd-coin,0.0
lisk,usd-coin,0.0
rif,usd-coin,0.0
zencash,usd-coin,0.0
aelf,usd-coin,0.0
stasis-eurs,usd-coin,0.0
rlc,usd-coin,0.0
constellation,usd-coin,0.0
origintrail,usd-coin,0.0
coinextoken,usd-coin,0.0
republic-protocol,usd-coin,0.0
syscoin,usd-coin,0.0
numeraire,usd-coin,0.0
nano,usd-coin,0.0
ethos,usd-coin,0.0
function-x,usd-coin,0.0
medibloc,usd-coin,0.0
dent,usd-coin,0.0
status,usd-coin,0.0
celer-network,usd-coin,0.0
ergo,usd-coin,0.0
mass-vehicle-ledger,usd-coin,0.0
aragon,usd-coin,0.0
ontology-gas,usd-coin,0.0
orbs,usd-coin,0.0
humanscape,usd-coin,0.0
ardor,usd-coin,0.0
steem,usd-coin,0.0
civic,usd-coin,0.0
mir,usd-coin,0.0
everipedia,usd-coin,0.0
zeon,usd-coin,0.0
vethor-token,usd-coin,0.0
ceek-vr,usd-coin,0.0
power-ledger,usd-coin,0.0
stratis,usd-coin,0.0
abbc-foundation,usd-coin,0.0
request-network,usd-coin,0.0
xyo-network,usd-coin,0.0
rsk,usd-coin,0.0
metal,usd-coin,0.0
covalent,usd-coin,0.0
gxchain,usd-coin,0.0
bancor,usd-coin,0.0
funfair,usd-coin,0.0
quarkchain,usd-coin,0.0
morpheus-network,usd-coin,0.0
nkn,usd-coin,0.0
kyber-network,usd-coin,0.0
storm,usd-coin,0.0
veritaseum,usd-coin,0.0
maidsafecoin,usd-coin,0.0
augur,usd-coin,0.0
selfkey,usd-coin,0.0
hxro,usd-coin,0.0
ark,usd-coin,0.0
mxc,usd-coin,0.0
monaco,usd-coin,0.0
irisnet,usd-coin,0.0
whitecoin,usd-coin,0.0
aergo,usd-coin,0.0
bytom,usd-coin,0.0
storj,usd-coin,0.0
meta,usd-coin,0.0
moviebloc,usd-coin,0.0
wanchain,usd-coin,0.0
mainframe,usd-coin,0.0
dero,usd-coin,0.0
cortex,usd-coin,0.0
telos-blockchain-network,usd-coin,0.0
verge,usd-coin,0.0
utrust,usd-coin,0.0
uquid-coin,usd-coin,0.0
revain,usd-coin,0.0
thundercore,usd-coin,0.0
loom-network,usd-coin,0.0
lto-network,usd-coin,0.0
gas,usd-coin,0.0
electroneum,usd-coin,0.0
hyperion,usd-coin,0.0
measurable-data-token,usd-coin,0.0
ethlend,usd-coin,0.0
lition,usd-coin,0.0
mossland,usd-coin,0.0
gifto,usd-coin,0.0
stox,usd-coin,0.0
chronobank,usd-coin,0.0
sonm,usd-coin,0.0
bitmax-token,usd-coin,0.0
travala,usd-coin,0.0
komodo,usd-coin,0.0
steem-dollars,usd-coin,0.0
melon,usd-coin,0.0
bluzelle,usd-coin,0.0
groestlcoin,usd-coin,0.0
tomochain,usd-coin,0.0
bitcoin-diamond,usd-coin,0.0
monacoin,usd-coin,0.0
bitshares,usd-coin,0.0
tpt,usd-coin,0.0
refereum,usd-coin,0.0
v-id,usd-coin,0.0
aeternity,usd-coin,0.0
streamr-datacoin,usd-coin,0.0
pivx,usd-coin,0.0
neblio,usd-coin,0.0
bitcoin,ripple,0.0
ethereum,ripple,0.0
tether,ripple,0.0
binance-coin,ripple,0.0
usd-coin,ripple,0.0
okb,ripple,0.0
cardano,ripple,0.0
dogecoin,ripple,0.0
matic-network,ripple,0.0
litecoin,ripple,0.0
tron,ripple,0.0
wrapped-bitcoin,ripple,0.0
dai,ripple,0.0
phx,ripple,0.0
cosmos,ripple,0.0
chainlink,ripple,0.0
unus-sed-leo,ripple,0.0
ethereum-classic,ripple,0.0
monero,ripple,0.0
bitcoin-cash,ripple,0.0
stellar,ripple,0.7031529101108519
qnt,ripple,0.0
cro,ripple,0.0
vet,ripple,0.0
dfn,ripple,0.0
eos,ripple,0.0
decentraland,ripple,0.0
fantom,ripple,0.0
tezos,ripple,0.0
theta-token,ripple,0.0
blockstack,ripple,0.0
maker,ripple,0.0
neo,ripple,0.0
kucoin-shares,ripple,0.0
huobi-token,ripple,0.0
havven,ripple,0.0
trueusd,ripple,0.0
bitcoin-cash-sv,ripple,0.0
dash,ripple,0.0
gatechain,ripple,0.0
gusd,ripple,0.0
